Name,Degrees,Department,Department2,Rank,AdministrativePosition
"Faez,Farahnaz F ","BA Azad Univ Iran, Ph.D. OISE/UT ",Education - Office of the Dean ,,Assistant Professor ,
"Faflak,Joel Robert ","BA, MA, Ph.D. Western; ",English ,,Associate Professor ,
"Fahselt,Dianne ",BA Saskatchewan; Ph.D. Washington State ,Department of Biology ,,Professor Emerita ,
"Fairbairn,Robert ",FRCPsych BSc MD at ALBERTA ,Psychiatry - Ext Camp Program ,,Adjunct Professor ,
"Fairs,John R ",BSc ; MA Columbia; ,Health Sciences- Dean's Office ,,Professor Emeritus ,
"Falero,Raul ","BS, MD Superior Inst of Med CUB ",Clinical Neurological Science ,,Adjunct/MD ,
"Falkenstein,Lorne ","BA Regina; MA, Ph.D. Toronto; ",Philosophy ,,Professor ,
"Falkowska,Janina ",MA Poznan; Ph.D. McGill; ,Film Studies ,,Professor ,
"Fallon,Gerald ","LLB U de Sherbrooke,QC; Ph.D. Western ",Education - Office of the Dean ,,Adjunct Assistant Professor ,
"Fanchini,Giovanni ","MEng, Ph.D. Politecnico di Torino Italy ",Chemistry/Physics and Astronomy ,,Assistant Professor ,
"Fanni,Kenan Gerald ",BA/MA Ontario ,French Studies ,,Lecturer ,
"Fantillo,Vanessa ","BS, MD Univ of Saskatchewan ",Anesthesia-Perioperative Med ,,Assistant Professor/MD ,
"Farah,Randa ","BA Saginaw Valley State College, Michigan; MA, Ph.D. Toronto; ",Anthropology ,,Associate Professor ,
"Farber,Carole ","BA, Ph.D. British Columbia; ",Info & Media Studies - General ,,Associate Professor ,
"Farias,Anna ",BS Manipal IND; MS Bangalore IND ,Anatomy & Cell Biology ,,Lecturer ,
"Farjalla,Salaheddin G ",MBBS at ALFATAH ,Department of Medicine/Schulich - Education Office ,,Adjunct/MD ,
"Farmer,Karen Congo ",Bacehlors McMaster Univ ,Bachelor of Mgmt & Org Studies ,,Lecturer ,
"Farooqi,Muhammad ",BBA Inst of Business Admin PAK; Ph.D. Western ,Business - Associate Dean ,,Assistant Professor ,
"Farquhar,Donald Robert Elson ",FRCPCan MD at Queen's ,Department of Medicine/Schulich - Education Office ,,Professor/MD ,
"Farrell,Jennifer ",LLB Newcastle Univ GBR; Ph.D. QMUL GBR ,Law - Office of the Dean ,,Assistant Professor ,
"Fathizadeh,Farzad ",Ph.D. Western ,Mathematics ,,Assistant Professor ,
"Faucher,Kane Xavier ","BA, Masters Carleton Univ ",Info & Media Studies - General ,,Assistant Professor ,
"Faulds,Catherine Joan Reid ",CCFP FCFPC MD at Western ,Family Medicine - General ,,Adjunct/MD ,
"Faulds,Tom Ross ",BSc MD at Western ,Department of Medicine/Schulich - Education Office ,,Adjunct/MD ,
"Faulkner,Guy E J ","BED, Sydney Univ, AUS; Ph.D. Loughborough Univ, GBR ",Kinesiology-Office of Director ,,Adjunct Associate Professor ,
"Fawcett,W.W.Nicholas ","BA, MART Western ",Philosophy ,,Lecturer ,
"Fazakas-DeHoog,Laura Lyn ","BA, MA Ontario ",Psychology ,,Assistant Professor ,
"Feagan,Brian G ",FRCPCan MSc at LONDON ; BSc MD at Western ,Department of Medicine/Robarts Clinical Trials/Epidemiology ,,Professor/MD ,
"Fedoruk,James Curtis ",MD at MCMASTER ; BA LLB at WINDSOR ,Department of Medicine/Schulich - Education Office/Schulich ,,Adjunct/MD ,Course Coordinator 
"Fehr,Rick ","BA Trent, MA York ",Geography ,,Assistant Professor ,
"Feightner,John W ",CCFP FCFPC MSc at MCMASTER ; BA MD at Western ,Family Medicine - General ,,Professor Emeritus ,
"Feldman,Ross D ",FRCPCan BSc MD at Queen's ,Physiology and Pharmacology/Department of Medicine/Roba ,,Professor ,
"Fellows,George Fraser ",FRCS MD at Queen's ,Obstetrics & Gynaecology ,,Associate Professor/MD ,
"Fendrich,Peter ","BA, DDS ",Dental Clinics ,,Adjunct Clinical Professor ,
"Feng,Qingping ",Ph.D. at GOTHENBURG ; MD at NANJING ,Department of Medicine/Physiology and Pharmacology ,,Professor ,
"Fenster,Aaron ",BSc MSc Ph.D. at TORONTO ,Medical Biophysics/Department of Medical imaging/Oncolog ,,yProfessor ,
"Fenton,Melville Brockett ","BSc Queen's; MSc, Ph.D. Toronto; ",Department of Biology ,,Professor Emeritus ,
"Ferguson,Douglas Donald ","BAdmin, BComm(Hons) Ottawa; LLB Western; OF THE LAW SOCIETY OF UPPER CANADA ; ",Law - Office of the Dean ,,Lecturer ,
"Ferguson,Ian Keith ",BA/MD Western ,Surgery ,,Adjunct/MD ,
"Ferguson,Karen ","BScN, MHFC, RegN Australia; ",Nursing ,,Lecturer ,
"Ferguson,Kathleen Anne ",FRCPCan BSc MD at Western ,Department of Medicine ,,Adjunct/MD ,
"Ferguson,Peter A ",BA Loyola Marymount USA ,Political Science ,,Assistant Professor ,
"Ferguson,Peter Charles ",MD MD MSc FRCSCan at TORONTO ; BSc BS at Western ,Surgery ,,Adjunct/MD ,
"Ferguson,Peter J ","MD, MD, MSc, FRCSCan Toronto, BSc, BS Western ",Oncology ,,Adjunct Professor ,
"Ferguson,Stephen ",BSc Ph.D. at MCGILL ,Physiology and Pharmacology/Molecular Brain Research Gro ,,uProfessor ,
"Fernandes,Christopher M ",FACP BSc BSc MD MD at UBC ,Department of Medicine ,,Professor/MD ,
"Fernando,Lal ",MD at SRI LANKA ,Psychiatry - Ext Camp Program/Schulich - Education Office ,,Adjunct/MD ,
"Fernando,M Lakshman D ",FRCPCan MBBS at COLOMBO ,Psychiatry ,,Associate Professor/MD ,
"Fernando,Rajulton ","BSc, MSc Madras; Ph.D. Brussels; ",Sociology ,,Professor Emeritus ,
"Ferner,Paul Godfrey Anthony ",CCFP MD at TORONTO ; BSc at Western ,Family Medicine - General ,,Adjunct/MD ,
"Feron,Andrew Matthew Gerard ",BSW Western; MSW Univ of Toronto ,Family Medicine - General ,,Lecturer ,
"Ferrari,Jack Remo ","BA Alberta, Ph.D. Ontario ",Psychology ,,Adjunct Clinical Professor ,
"Ferraro,Maria ","MBA Laurentian, HBCom Laurentian ",Bachelor of Mgmt & Org Studies ,,Lecturer ,
"Ferreira,Louis M ",BSc BESc Ph.D. Western ,Mechanical & Materials ,,Assistant Professor ,
"Ferreira,Louis M ",BSc BESc Ph.D. Western ,Surgery ,,Assistant Professor ,
"Ferrier,Stephen ",BDS Ph.D. at DUNDEE ,Dentistry ,,Assistant Professor ,
"Ferris,Neal ","BA, MA Ontario ",Anthropology ,,Associate Professor ,
"Feyles,Valter ",MD FRCSCan Ph.D. at CALGARY ; MSc at Western ,Obstetrics & Gynaecology ,,Professor/MD ,Division Head 
"Fiaani,Majed ",MBBCh at CAIRO ,Department of Medicine/Schulich - Education Office ,,Adjunct/MD ,
"Fiaidhi,Jinan ","PgD Essex UK, Ph.D. Brunel UK ",Electrical & Computer ,,Adjunct Research Professor ,
"Fielding,Helen ","BJ Carleton; MA, Ph.D. York; ",Womens' Studies/Philosophy ,,Associate Professor ,Department Chair 
"Figlewicz,Denise ","BS, Ph.D. Loyola Univ Chicago USA ",Schulich - Office of the Dean ,,Professor ,Vice Dean 
"Filler,Guido ",MD FRCPCan ,Paediatrics/Pathology/Department of Medicine/Schulich -Off ,,Professor/MD ,
"Findley,Linda M ","BA, LONDON TEACHER'S COLLEGE, MEd ; ",Education - Preservice Office ,,Lecturer ,
"Finegan,Joan Ellen ","BSc Toronto; MA, Ph.D. ; ",Soc Science - Office of Dean ,,Associate Professor ,Associate Dean (Studt Affairs) 
"Finestone,Hillel M ",CCFPC FRCPCan BSc MDCM at MCGILL ,Physical Medicine and Rehab ,,Adjunct/MD ,
"Finger,Elizabeth ",MD at CORNELL ; BA at HARVARD ,Clinical Neurological Science ,,Assistant Professor/MD ,
"Finn,Brian R ",BA at HARVARD ; MD at OTTAWA ,Family Medicine - General ,,Adjunct/MD ,
"Finnbogason,Cole ",BA Western ,Business - Associate Dean ,,Lecturer ,
"Finnie,Keith J ",FRCPCan MBChB at ABERDEEN ,Department of Medicine ,,Professor/MD ,
"Finnigan,Brian Francis ","Bachelors, Masters Ontario ",Education - Preservice Office ,,Lecturer ,
"Finnigan,Craig Stewart ","BSc Western, Ph.D. Univ of Toronto ",Earth Sciences ,,Adjunct Research Professor ,
"Fischer,David Andrew ","Professional, Bachelors ON ",Department of Medicine ,,Adjunct/MD ,
"Fischer,Linda Betty ",BA U of Waterloo; MSW Wilfrid Laurier ,Family Medicine - General ,,Lecturer ,
"Fischer,Lisa K. ",CCFP DIPSPORTMED at CASM ; BSc MD at Western ,Family Medicine - General ,,Assistant Professor/MD ,
"Fischer,Lisa K. ",CCFP DIPSPORTMED at CASM ; BSc MD at Western ,Kinesiology-Office of Director ,,Assistant Professor/MD ,
"Fisher,Barbara Jean ",FRCPCan BSc MD at Western ,Oncology ,,Professor/MD ,
"Fisher,Grant Alan ","MS, BS Western ",Nursing ,,Assistant Professor ,
"Fisher,Pauline ","BS, MS Western ",Nursing ,,Lecturer ,
"Fisher,Randi B ","BS, MS Purdue; ",Communicative Sci & Disorders ,,Lecturer ,
"Fisher,William ","BA Tel Aviv; MS, Ph.D. Purdue; THE UNIVERSITY OF WESTERN ONTARIO EXCELLENCE IN TEACHING AWARD (1989) ; Western Distinguished Professor ",Obstetrics & Gynaecology ,,Professor ,
"Fisher,William ","BA Tel Aviv; MS, Ph.D. Purdue; THE UNIVERSITY OF WESTERN ONTARIO EXCELLENCE IN TEACHING AWARD (1989) ; Western Distinguished Professor ",Psychology ,,Professor ,
"Fisk,Myrna Marie ",BSN Western ,Nursing ,,Lecturer ,
"Fiske,Harold ","BMUS, MMUS Boston; Ph.D. Connecticut; ",Music - Office of the Dean ,,Professor Emeritus ,
"Fisman,Michael ",FRCPCan MBBCh BSc DPM at WITWATERSRAN ,Psychiatry ,,Adjunct Professor ,
"Fisman,Sandra Norma ",FRCPCan MBChB at WITWATERSRAN ,Paediatrics/Psychiatry/Schulich - Office of the Dean ,,Professor/MD ,
"Fituri,Rasem I ",MBBCh at ALFATAH ,Department of Medicine/Schulich - Education Office ,,Adjunct/MD ,
"Fitzsimmons,Deborah A ","BA, Ph.D. U of Central Lancashire GBR ",School of Health Studies ,,Assistant Professor ,
"Flaherty,David H ","BA McGill; MA, Ph.D. Columbia; ",History ,,Professor Emeritus ,
"Flanagan,Peter R ",BSc at DUBLIN ; MSc Ph.D. at UBC ,Biochemistry/Schulich - Office of the Dean/Department of M ,,eAssociate Professor ,
"Flath,James A. ","BA Regina; MA, Ph.D. Columbia; ",History ,,Associate Professor ,
"Flatt,Carolyn Lee ",BS Western; MD Univ of Torontooronto ,Family Medicine - General ,,Adjunct/MD ,
"Fleet,Michael E ","BSc, Ph.D. Manchester; FRSC ; ",Earth Sciences ,,Adjunct Research Professor/Professor Emeritus ,
"Fleming,Dana Alan ",BSc MD at UBC ,Surgery/Schulich - Education Office/Schulich - Windsor Camp ,,Adjunct/MD ,Course Coordinator 
"Fleming,Keith R ","BA, MA, Ph.D., MDiv Huron ",History ,,Associate Professor ,Department Chair 
"Flemming,Roberta ","BSc Brock; MSc, Ph.D. Queen's; ",Earth Sciences ,,Associate Professor ,
"Flint,Weston ","BA Harvard; MA, Ph.D. North Carolina; ",Modern Languages & Literatures ,,Professor Emeritus ,
"Flintoff,Wayne F ","BSc, Ph.D. Alberta ",Microbiology & Immunology ,,Professor Emeritus ,
"Florence,John B ",MA St Andrews; MSc Newcastle(UK); Ph.D. Simon Fraser; ,Mathematics ,,Professor Emeritus ,
"Floryan,Jerzy M ",MSc Warsaw; PEng ; Ph.D. Virginia; ,Applied Mathematics ,,Professor ,
"Floryan,Jerzy M ",MSc Warsaw; PEng ; Ph.D. Virginia; ,Mechanical & Materials ,,Professor ,Department Chair 
"Floyd,Derek ","BA, MEd ; ",Education - Preservice Office ,,Lecturer ,
"Flumerfelt,Brian A ","Ph.D. University of Cambridge, MSc McGill, BSc Concordia ",Anatomy & Cell Biology ,,Professor Emeritus ,
"Foerster,Stephen R ",BA Western; CFA; MA; Ph.D. Pennsylvania ,Business - Associate Dean ,,Professor ,
"Fogarty,Jennifer ",BA at MEMORIAL ; MASc Ph.D. at WATERLOO ,Psychiatry/Department of Medicine ,,Assistant Professor ,
"Fok,Daniel ",Masters Univ of Toronto; KBO Univ of Waterloo ,Occupational Therapy ,,Assistant Professor ,
"Folch-Serra,Mireya ","BA, MA McGill; Ph.D. Queen's; ",Geography ,,Professor Emeritus ,
"Foley,Norine Catherine ","BASc., Univ of Guelph; MSc, Western ",Physical Medicine and Rehab ,,Adjunct Professor ,
"Foley,Timothy Francis ",DDS at DALHOUSIE ; MClSc at Western ,Dental Clinics ,,Adjunct Clinical Professor ,
"Fonda,Marc V ","BA Brandon Univ, Ph.D. U of Ottawa ",Sociology ,,Adjunct Research Professor ,
"Fonseka,Sujeewa D. ",BA at DARTMOUTH ; MD at MEMORIAL ,Family Medicine - General ,,Adjunct/MD ,
"Forbes,Dorothy A ",BScN Queen's; MN Alberta; Ph.D. Alberta; ,Nursing ,,Adjunct Research Professor/Professor Emerita ,
"Forbes,Lindsey Marie ",BA Western; MART Canada ,Psychology ,,Adjunct Clinical Professor ,
"Forbes,Thomas Lawrence ",MD Univ of Toronto ,Surgery ,,Professor/MD ,Division Chair 
"Forchuk,Cheryl ","BA, BScN Windsor; MScN Toronto; Ph.D. Wayne State; RegN ; ",Nursing ,,Professor ,
"Forchuk,Cheryl ","BA, BScN Windsor; MScN Toronto; Ph.D. Wayne State; RegN ; ",Psychiatry ,,Professor ,
"Ford-Gilboe,Marilyn ","BScN, RegN ; MScN Toronto; Ph.D. Wayne State; ",Family Medicine - General ,,Professor ,
"Ford-Gilboe,Marilyn ","BScN, RegN ; MScN Toronto; Ph.D. Wayne State; ",Nursing ,,Professor ,
"Forster,Benjamin ","BA Ontario, Ph.D. Univ of Toronto ",History ,,Associate Professor ,
"Forsyth,Janice Margaret ","BA, Ph.D. Western ",Kinesiology - General ,,Assistant Professor ,
"Fortin,Dalilah ",MD MD FRCPCan at LAVAL ; FRCPCan FRCPCan at Western ,Oncology/Surgewry ,,Assistant Professor/MD ,
"Forwell,Lorie Anne ","BSc. McGill Univ; MSc., Western ",Physical Therapy ,,Lecturer ,
"Foss,Kenneth John ","BA, MA Ontario ",Education - Preservice Office ,,Lecturer ,
"Foster,Jennifer ",BS McGill U; MD Dalhousie NS ,Paediatrics ,,Assistant Professor/MD ,
"Foster,Paula J ",BSc MSc Ph.D. at GUELPH ,Medical Biophysics/Department of Medical Imaging/Robarts ,,#NAME?,
"Fowler,Peter J ","BA, MD; FRCSCan ",Surgery ,,Professor Emeritus ,
"Fox,A Mervyn ","MBBS, DCh London; FRCPCan ",Paediatrics ,,Professor Emeritus ,
"Fox,Allan J ","BSc, MDCM McGill; FRCPCan ",Diagnost Radiol & Nuclear Med ,,Clinical Professor Emeritus ,
"Fox,Michael A E ","BA, MA Univ of Windsor, Canterbury; Ph.D. Cambridge GBR ",English/Arts - Writing ,,Adjunct Research Professor ,
"Foxcroft,Laura C ","BSc Waterloo, MD McMaster ",Department of Medicine ,,Assistant Professor/MD ,
"Fraher,Laurence J ",Ph.D. at LONDON ; BSc at LONDON POLYT ,Department of Medicine ,,Professor Emeritus ,
"Francis,Judith A ","BA McGill, Ph.D. Dalhousie NS ",Psychiatry ,,Adjunct Assistant Professor ,
"Franck,Peter ","BMus, MA McGill; Ph.D. Rochester ",Music - Office of the Dean ,,Assistant Professor ,
"Franklin,Ian ",Bachelors BC ,Music - Performance Studies ,,Lecturer ,
"Franz,Matthias ","Diplom Konstanz Germany, Ph.D. Konstanz Germany ",Mathematics ,,Assistant Professor ,
"Fraser,Carolyn Anne ","BA, MA Ontario ",Education - Preservice Office ,,Lecturer ,
"Fraser,Donald A ",Ph.D. Princeton USA ,Statistics & Actuarial Science ,,Adjunct Research Professor ,
"Fraser,Douglas ",Ph.D. MD at CALGARY ; FRCPCan at OTTAWA ,Paediatrics/Physiology and Pharmacology ,,Associate Professor/MD ,
"Fraser,John Alexander ",BSc/MSc Dalhousie Univ NS ,Clinical Neurological Science ,,Assistant Professor/MD ,
"Fraser,Kathleen D ","BA, MA, Ph.D. Western ",Arts - Writing ,,Assistant Professor ,
"Fraser,Lisa-Ann ",BS Queen's Univ; MD Univ of Toronto ,Department of Medicine ,,Assistant Professor/MD ,
"Frechette,Eric ",MD Univ of Montreal QC ,Surgery ,,Assistant Professor/MD ,
"Frederick,Cathy E ",BA MD at Western ,Family Medicine - General ,,Adjunct/MD ,
"Freeborn,Timothy Douglas ","BA Trent, MA UBC, Ph.D. Western ",English/Arts - Writing ,,Assistant Professor ,
"Freed,Bruce ",BA Kenyon College; Ph.D. California(Berkeley); ,Philosophy ,,Professor Emeritus ,
"Freedman,James M ","BA Johns Hopkins; MA, Ph.D. Princeton; ",Anthropology ,,Professor Emeritus ,
"Freeman,David John ",MSc at ALBERTA ; BSc at CALGARY ; Ph.D. at Western ,Department of Medicine/Physiology and Pharmacology ,,Professor Emeritus ,
"Freeman,Jeff M ",CCFP MD at Western ,Family Medicine - General ,,Assistant Professor/MD ,
"Freeman,Tom Robert ",FCFPC BSc MD MClSc at Western ,Family Medicine ,,Professor/MD ,
"Frehner,Paul ","BMUS, DMU McGill ",Music - Office of the Dean ,,Associate Professor ,
"Fremeth,Adam ","BA Ontario, Ph.D. U of Minnesota ",Business - Associate Dean ,,Assistant Professor ,
"Fresco,Estee ","BA, MEd ; ",Info & Media Studies - General ,,Lecturer ,
"Freure,Jane ","Bachelors, Masters Ontario ",Physical Therapy ,,Lecturer ,
"Frewen,Paul Andrew ",BA MA at Western ,Psychiatry ,,Assistant Professor ,
"Frewen,Paul Andrew ",BA MA at Western ,Psychology ,,Assistant Professor ,
"Frewen,Timothy C ",FRCPCan FAAP BA MD at MCMASTER ,Paediatrics ,,Professor/Clinical MD ,
"Frid,Pamela J. ",FRCPCan MD MEd at Queen's ,Paediatrics ,,Associate Professor/MD ,
"Frideres,James S ","BSc Montana State Univ, Ph.D. Washington State Univ ",Sociology ,,Adjunct Research Professor ,
"Fridman,Gerald H.L. ","BARRISTER-AT-LAW(MIDDLE TEMPLE), OF THE LAW SOCIETY OF UPPER CANADA, QC, FRSC ; BCL, MA Oxon; LLM Adelaide; ",Law - Office of the Dean ,,Professor Emeritus ,
"Fried,Jana ",MS Jena DEU; Ph.D. Southampton GBR ,Geography ,,Assistant Professor ,
"Friedman,Clive M ",BCHD(ENDO) Pretoria; BDS Witwatersrand; ,Paediatrics/Dental Clinics ,,Adjunct Clinical Professor ,
"Friedman,Manfred ",MS Jena DEU; Ph.D. Southampton GBR ,Dentistry ,,Assistant Professor ,
"Friel,Raymond ",BOTH Univ College IRL ,Law - Office of the Dean ,,Professor ,
"Friesen,Walter ","BA Ontario, Ph.D. BC ",Psychiatry ,,Adjunct Assistant Professor ,
"Friesen,Walter ","BA Ontario, Ph.D. BC ",Psychology ,,Adjunct Clinical Professor ,
"Frijters,Melanie Ann ",BS Univ of Windsor ,Nursing ,,Lecturer ,
"Frizzell,Sherry Raylene ","BScN, MScN Western ",Nursing ,,Lecturer ,
"Froelich,Heinrich ",Bachelor Germany; Ph.D. Ontario ,Physics and Astronomy ,,Professor Emeritus ,
"Frohmann,Bernd P ","BA, MA, MLS, Ph.D. Toronto; ",Info & Media Studies - General ,,Adjunct Associate Professor/Professor Emeritus ,
"Frolow,Jason N. ","MSc and DDS, Western ",Dentistry ,,Adjunct Clinical Professor ,
"Frost,Ann ",BComm British Columbia; MSc BC; Ph.D. M.I.T.; ,Business - Associate Dean ,,Associate Professor ,
"Frost,Tony ",BComm BC; Ph.D. M.I.T; ,Business - Associate Dean ,,Associate Professor ,
"Fry,Joseph N ","BA Alberta, Ph.D. USA ",Business - Associate Dean ,,Professor Emeritus ,
"Frydman,William ",DDS FRCDC ,Graduate Orthodontics ,,Adjunct Clinical Professor ,
"Fthenos,Georgios ",BA Univ of Toronto; MART McMaster Univ ,Sociology ,,Lecturer ,
"Fukui,Mitsume ",BA/MA Ontario ,Modern Languages & Literatures ,,Lecturer ,
"Fulfer,Katherine Nicole ","BA Freed-Hardeman Univ USA; MA, Georgia State Univ, USA ",Womens' Studies ,,Lecturer ,
"Fulford,Adrienne Elizabeth ","BS (Nursing), MS (Nursing) Western ",Nursing ,,Adjunct Assistant Professor ,
"Fuller,John Geoffrey ",FRCPCan MD at Western ,Department of Medicine/Anesthesia-Perioperative Med/Schu ,,Professor/MD ,
"Fullerton,Gary Michael ",MD Western ,Department of Medicine/Schulich - Education Office ,,Adjunct/MD ,
"Fung,Kevin ",FACS FRCSCan at MICHIGAN ; MD at Queen's ; BA at Western ,Music - Performance Studies ,,Assistant Professor ,
"Fung,Kevin ",FACS FRCSCan at MICHIGAN ; MD at Queen's ; BA at Western ,Oncology/otolaryngology/Schulich - Education Office ,,Associate Professor/MD ,
"Furtado,Norman ","BS, MD Western ",Family Medicine - General ,,Adjunct/MD ,
"Fuss,Jeffrey William ",FRCPCan FRCPCan BSc BSc MD MD at Western ,Department of Medicine ,,Associate Professor/MD ,
"Fyfe,William S ","CC; BSc, MSc, Ph.D. Otago(NZ); FRS, FRSC ; DSC(H) Guelph; DSC(H) Lakehead; DSC(H) Lisbon; DSC(H) Memorial; DSC(H) Otago; DSC(H) St. Mary's; DSC(H) Alberta; ",Earth Sciences ,,Professor Emeritus ,
"Gabril,Manal ",MD MSc at EL-MINIA ; FRCPCan at MEMORIAL ; MSc at Western ,Pathology ,,Assistant Professor/MD ,
"Gadanidis,George ","BEd, MEd, Ph.D. Toronto; BSc, MA Brock; ",Education - Office of the Dean ,,Associate Professor ,
"Gaede,Stewart ",BSc at GUELPH ; Ph.D. at Western ,Medical Biophysics/Oncology ,,Assistant Professor ,
"Gagnon,Mercedes ",Bachelors ON; Masters GBR ,Education - Continuing Educ ,,Lecturer ,
"Gaily,Dean ","Degree, Ph.D. USA ",Physics and Astronomy ,,Professor Emeritus ,
"Gain,Kaitlyn ","Bachelors, Masters Canada ",Occupational Therapy ,,Lecturer ,
"Gaisinsky,Igor ",BSc MD at TORONTO ,Department of Medical Imaging ,,Adjunct/MD ,
"Gall,James Murray ",MD at Western ,Family Medicine - General/Schulich - Education Office ,,Assistant Professor/MD ,
"Gallagher,Sarah ","BA Yale, Ph.D. Penn State ",Physics and Astronomy ,,Assistant Professor ,
"Gallant,Michelyn ",BA Ontario ,Education - Continuing Educ ,,Lecturer ,
"Gallego,Patricia ","MD, MS Federal Univ of Parana BRA ",Paediatrics ,,Assistant Professor/MD ,
"Galsworthy,Sara B ",BA Pomona College; Ph.D. Wisconsin ,Microbiology & Immunology ,,Professor Emerita ,
"Gamble,Brian ",MD Western ,Family Medicine - General ,,Adjunct/MD ,
"Gammal,Elias ",MB ChB Ain Shams; Ph.D. ,Anatomy & Cell Biology ,,Professor Emeritus ,
"Gan,Bing Siang ",FRCSCan Ph.D. at CALGARY ; MD at ROTTERDAM ,Medical Biophysics/Surgery ,,Professor/MD ,
"Ganapathy,Sugantha ",FRCPCan BSc MBBS at MADRAS ,Anesthesia-Perioperative Med ,,Professor/MD ,
"Gandz,Jeffrey ","MBA, Ph.D. York(Can); ",Business - Associate Dean ,,Professor ,
"Gangam,Hema ",BS McMaster; MD JSS Medical College IND ,Paediatrics/Schulich - Education Office ,,Adjunct/MD ,
"Ganjavi,Hooman ",BS Laurentian Univ; MD Univ of Toronto ,Psychiatry ,,Assistant Professor/MD ,
"Garbati,Jordana F ","BA, York Univ; Med., Queen's Univ ",Education - Preservice Office ,,Lecturer ,
"Garber,Lawrence A ","BA, MA, Ph.D. Toronto; ",English ,,Professor Emeritus ,
"Garcia-Allen,Ana ",BA/Prof Designation Spain ,Modern Languages & Literatures ,,Lecturer ,
"Garcia,Bertha ",FRCPCan BSc MD at CAYETANO ; MEd at TORONTO ,Schulich - Office of the Dean/Pathology ,,Professor/MD ,Vice Dean 
"Garcia,Carla Susana ",FRCPsych at TORONTO ; HBSc MD at Western ,Oncology/Psychiatry ,,Assistant Professor/MD ,
